That sounds intense How does he resolve this 	 He goes to his biggest enemy and apologizes to him
Are you a fan of the James Bond movies 	 I could take them or leave them
I could take them or leave them 	 Me too There are so many
Me too There are so many 	 I only saw a few
I only saw a few 	 The only one I remember was Die Another Day
The only one I remember was Die Another Day 	 What year was that one out
What year was that one out 	 I think it was
I think it was 	 I saw a few but do n't even remember their names Was there one called Casino Royale
I saw a few but do n't even remember their names Was there one called Casino Royale 	 Yes that was out in
Yes that was out in 	 I saw parts of that movie
I enjoy watching men in black 	 Me too
Me too 	 Those movies are awesome
Those movies are awesome 	 And will smith is amazing
And will smith is amazing 	 Yes he does a good job as an agent
Yes he does a good job as an agent 	 I also like tommy lee jones
I also like tommy lee jones 	 They are an unlikely pair
They are an unlikely pair 	 They sre but the work great together
They sre but the work great together 	 I love the story line of the movie
I love the story line of the movie 	 Me too
Did you enjoy American Sniper 	 Yes that is one of my favorite action movies
Yes that is one of my favorite action movies 	 It had a lot of good drama but the action scenes were very realistic
It had a lot of good drama but the action scenes were very realistic 	 I agree and the acting was top notch
I agree and the acting was top notch 	 Clint Eastwood is a serious director
Clint Eastwood is a serious director 	 He has done alot of good work for many years
He has done alot of good work for many years 	 I was surprised at how big Bradley Cooper got for that role
I was surprised at how big Bradley Cooper got for that role 	 He must have trained a few hours a day to get in that kind of shape
He must have trained a few hours a day to get in that kind of shape 	 He is a really good actor
He is a really good actor 	 Yeah Clint knows how to cast a film
I just saw Lucy last night 	 I loved that movie Scarlett Johansson was great
I loved that movie Scarlett Johansson was great 	 Yes she sure was
Yes she sure was 	 Who directed
Who directed 	 Luc Besson from Taken
Luc Besson from Taken 	 He does good work I forget the other actors
He does good work I forget the other actors 	 Morgan Freeman was the only one I recognized
Morgan Freeman was the only one I recognized 	 Was n't that a wild ending
Was n't that a wild ending 	 Yes Lucy dematerializes
Yes Lucy dematerializes 	 Such a waste of a body
Did you ever watch Captain America Civil War 	 Yes I did I could n't believe that the Captain and Iron Man fought each other
Yes I did I could n't believe that the Captain and Iron Man fought each other 	 Personally I was on Team Iron Man How about you
Personally I was on Team Iron Man How about you 	 Oh definitely Captain America got a little evil there at the end
Oh definitely Captain America got a little evil there at the end 	 Did n't he let his friend almost rip Tony 's heart thing out
Did n't he let his friend almost rip Tony 's heart thing out 	 I think so and then took his friend 's side of Tony 's That was just way wrong
I think so and then took his friend 's side of Tony 's That was just way wrong 	 I used to like Captain America but now I am not so sure
I used to like Captain America but now I am not so sure 	 Me either I hope they make another movie where Iron Man kicks his butt
Me either I hope they make another movie where Iron Man kicks his butt 	 I totally agree with that Iron Man needs to wipe the floor with him and teach him a serious lesson about right and wrong
I totally agree with that Iron Man needs to wipe the floor with him and teach him a serious lesson about right and wrong 	 And a lesson about loyalty and friendship
Have you seen any good action movie lately 	 Yes I have actually I just saw Logan and thought it was pretty good
Yes I have actually I just saw Logan and thought it was pretty good 	 Really I wanted to catch that one but couldnt Im planning to buy the DVD version
Really I wanted to catch that one but couldnt Im planning to buy the DVD version 	 You should its a good movie althought I thought it was going to be better
You should its a good movie althought I thought it was going to be better 	 Oh I see well dont spoil it for me
Oh I see well dont spoil it for me 	 Ok I wo n't and tell me have you seen any good action movies lately
Ok I wo n't and tell me have you seen any good action movies lately 	 Yes I recently watched Wonder Woman and thought it was pretty good as well
Yes I recently watched Wonder Woman and thought it was pretty good as well 	 I liked that movie also I think its the best DC movie so far
I liked that movie also I think its the best DC movie so far 	 Yeah it probably im exited to watch the upcoming Justice League movie
Yeah it probably im exited to watch the upcoming Justice League movie 	 I know I really want to watch it as well
Hi there 	 Hey
Hey 	 Do you like watching movies
Do you like watching movies 	 Yeah sure who does n't
Yeah sure who does n't 	 What about action movies
What about action movies 	 Yeah I like those
Yeah I like those 	 Do you have one you like the best
Do you have one you like the best 	 I love Terminator
I love Terminator 	 That is a classic
That is a classic 	 My all time favorite
Did you ever see The Departed 	 Yes that movie is insane
Yes that movie is insane 	 That 's probably one of the best action movies I have ever seen
That 's probably one of the best action movies I have ever seen 	 Yeah the plot is awesome and so is the action
Yeah the plot is awesome and so is the action 	 I think I liked it so much because it seemed so real
I think I liked it so much because it seemed so real 	 I agree I feel like that sort of thing actually goes on in real life
I agree I feel like that sort of thing actually goes on in real life 	 The cast was so good too
The cast was so good too 	 Yeah there were quite a few A-list celebrities in that one
Yeah there were quite a few A-list celebrities in that one 	 The characters all had their own agenda and they were ruthless
The characters all had their own agenda and they were ruthless 	 Yes they were By the end of the movie my jaw was on the floor in awe
I miss the explosive scenes of the 90s 	 why would you miss that
why would you miss that 	 Because it had something about it missing today
Because it had something about it missing today 	 What was it missing
What was it missing 	 It is missing the bombastic set pieces
It is missing the bombastic set pieces 	 i think they were cheesy
i think they were cheesy 	 But cheesy is good
But cheesy is good 	 How is it good
How is it good 	 It is funny and lively
It is funny and lively 	 eh i think it plain sucks
I 'm not a fan of all of Tom Cruise 's works but I sure did like Top Gun 	 I did n't think that I would like it but I did
I did n't think that I would like it but I did 	 It 's got the sweet music sweet cinematography sweet story
It 's got the sweet music sweet cinematography sweet story 	 And the twist
And the twist 	 I knew that something bad would need to happen to shake up the story but I was n't expecting the death
I knew that something bad would need to happen to shake up the story but I was n't expecting the death 	 And how much it shook up Maverick that brought it home to me
And how much it shook up Maverick that brought it home to me 	 I liked Charlie too
I liked Charlie too 	 Maverick was so hot to prove himself to her but she took her own time and I liked that
Maverick was so hot to prove himself to her but she took her own time and I liked that 	 And managed to break through his thick headedness and teach him a lesson
And managed to break through his thick headedness and teach him a lesson 	 Which took a lot
Is n't the new Transformers movie coming out soon 	 This Friday I think
This Friday I think 	 What 's even going on with these things anymore
What 's even going on with these things anymore 	 I ca n't keep track myself This is the fifth movie or something by now I think
I ca n't keep track myself This is the fifth movie or something by now I think 	 You can only film the destruction of the world so much
You can only film the destruction of the world so much 	 To me the movies are just too loud and dumb
To me the movies are just too loud and dumb 	 Yeah It was cute at first but got old quick
Yeah It was cute at first but got old quick 	 But they 'll keep making them until people stop going
But they 'll keep making them until people stop going 	 Fat chance of that Too many fanboys
Fat chance of that Too many fanboys 	 I 'll probably watch them all someday when I 'm bored
Have you seen Fast Furious 	 Yes I love that movie
Yes I love that movie 	 Me too The soundtrack makes it even better
Me too The soundtrack makes it even better 	 Agreed See You Again is one of my favorite songs
Agreed See You Again is one of my favorite songs 	 Have you seen any other action movies lately
Have you seen any other action movies lately 	 I loved Catch Me If You Can
I loved Catch Me If You Can 	 I remember that movie had a great cast
I remember that movie had a great cast 	 Who was in it again
Who was in it again 	 It had Tom Hanks and Leonardo DiCaprico
It had Tom Hanks and Leonardo DiCaprico 	 Oh yeah They are both so talented
Have you seen any of Vin Diesel 's movie 	 Oh yes I love the Fast and the Furious and its sequels
Oh yes I love the Fast and the Furious and its sequels 	 I really liked the first three of those movies
I really liked the first three of those movies 	 The car chases were so exciting that I could not look away
The car chases were so exciting that I could not look away 	 Dwayne Johnson The Rock is also in several of those films
Dwayne Johnson The Rock is also in several of those films 	 I think he 's great He can do action and he can do comedy
I think he 's great He can do action and he can do comedy 	 He was great in San Andreas Disaster movies are some of my favorite action films
He was great in San Andreas Disaster movies are some of my favorite action films 	 Did you like The Day after Tomorrow
Did you like The Day after Tomorrow 	 That movie had excellent special effects
That movie had excellent special effects 	 I 've never seen it but maybe I will check it out
Did you ever see Hot Fuzz 	 Oh yeah
Oh yeah 	 What a great flick
What a great flick 	 Yeah just the righ mix of action and comedy
Yeah just the righ mix of action and comedy 	 And what a great villian
And what a great villian 	 Timmothy Dalton
Timmothy Dalton 	 Yeah I thought I 'd never forgive him for his portral of Bond
Yeah I thought I 'd never forgive him for his portral of Bond 	 That was pretty lacluster
That was pretty lacluster 	 You can say that again
You can say that again 	 He plays the villian well though
I heard The Mummy was filled with action scenes 	 Oh yeah the special effects were great
Oh yeah the special effects were great 	 How did Tom Cruise do
How did Tom Cruise do 	 Hes always good in these types of movies
Hes always good in these types of movies 	 I am surprised he would do this kind of film
I am surprised he would do this kind of film 	 Why he does action films all the time
Why he does action films all the time 	 Yeah but a remake that wasnt bad
Yeah but a remake that wasnt bad 	 You always want to put your spin on things
You always want to put your spin on things 	 I think he made the role his
I think he made the role his 	 It did terrible at the box office
Have you ever seen the movie Goodfellas 	 Is that the one with Robert De Niro and Joe Pesci
Is that the one with Robert De Niro and Joe Pesci 	 Yes The story about the mafia guys
Yes The story about the mafia guys 	 I love that movie its really intense
I love that movie its really intense 	 It definitely is its one of my favorite mafia movies
It definitely is its one of my favorite mafia movies 	 Do you remember the part in the bar
Do you remember the part in the bar 	 You mean when Tommy shoots Spider Or the part with Billy Bats
You mean when Tommy shoots Spider Or the part with Billy Bats 	 The part with Spider that was brutal
The part with Spider that was brutal 	 He basically shot the guy for no reason
He basically shot the guy for no reason 	 He was such a hot head he could n't control his anger
Have you seen suicide squad 	 Nope have not had a chance to see it yet
Nope have not had a chance to see it yet 	 I would avoid it if i were you
I would avoid it if i were you 	 Why
Why 	 Just trust me on that
Just trust me on that 	 Well tell me why
Well tell me why 	 Because it is really bad the plot is shameful
Because it is really bad the plot is shameful 	 Nothing like the comics
Nothing like the comics 	 Not at all such a letdown
Not at all such a letdown 	 Well now i am just saddened
Have you seen salt 	 No but i always wanted to
No but i always wanted to 	 I saw it it was pretty good
I saw it it was pretty good 	 Im a big fan of angelina jo lie
Im a big fan of angelina jo lie 	 Then you need to watch this movie you will love it
Then you need to watch this movie you will love it 	 I really need to
I really need to 	 Its really good
Its really good 	 Ill have to find it and watch it
Ill have to find it and watch it 	 You wont be disappointed
You wont be disappointed 	 Great
Do you prefer Terminator or 	 I love part but part is the best
I love part but part is the best 	 Why is that
Why is that 	 I prefer Arnold as a bad guy It was cool to see him not as the hero
I prefer Arnold as a bad guy It was cool to see him not as the hero 	 I agree But part was pretty cool
I agree But part was pretty cool 	 Yeah that liquid bad guy was cool
Yeah that liquid bad guy was cool 	 Part had a cooler story Plus that night club scene was terrific
Part had a cooler story Plus that night club scene was terrific 	 Do you like other Arnold movies
Do you like other Arnold movies 	 Yeah Predator Kindergarten Cop Conan are all amazing
Yeah Predator Kindergarten Cop Conan are all amazing 	 They are I love his movies
The all-time best action movie ever made is actually a remake It 's The Magnificent Seven 	 Oh yeah I love that flick Seven heroes ride into town and save all the little people
Oh yeah I love that flick Seven heroes ride into town and save all the little people 	 That 's true but first you get to know them one by one Yul Brenner is introduced as the cagey old gunslinger Chris Adams
That 's true but first you get to know them one by one Yul Brenner is introduced as the cagey old gunslinger Chris Adams 	 Un-huh Then Steve McQueen plays Vin Tanner who loses his shirt gambling and signs up
Un-huh Then Steve McQueen plays Vin Tanner who loses his shirt gambling and signs up 	 Then there 's Charles Bronson playing Bernardo O'Reilly who 's down and out
Then there 's Charles Bronson playing Bernardo O'Reilly who 's down and out 	 No you left out Brad Dexter who plays the conniving Harry Luck
No you left out Brad Dexter who plays the conniving Harry Luck 	 Okay then we see James Coburn demonstrate his knife and gun skills as Britt
Okay then we see James Coburn demonstrate his knife and gun skills as Britt 	 Great stuff Next we meet gentleman Robert Vaughn plays Lee who 's afraid he 's a coward
Great stuff Next we meet gentleman Robert Vaughn plays Lee who 's afraid he 's a coward 	 And the last to join up is the tag-a-long kid Chico played by Horst Buchholtz who wants morethan anything to be a gunslinger
And the last to join up is the tag-a-long kid Chico played by Horst Buchholtz who wants morethan anything to be a gunslinger 	 Then they all ride into town and save the day
Hey have you ever seen Never Back Down 	 Yea I thought it was really good
Yea I thought it was really good 	 Really I thought it was kind of cheesy
Really I thought it was kind of cheesy 	 Well yea but movies like that are supposed to be
Well yea but movies like that are supposed to be 	 That 's true like how this football player who 's never had a fight in his life is suddenly going up against top fighters
That 's true like how this football player who 's never had a fight in his life is suddenly going up against top fighters 	 Yea that was pretty stupid
Yea that was pretty stupid 	 Or how about how that guy 's girlfriend just dumps him and gets with the new guy so fast
Or how about how that guy 's girlfriend just dumps him and gets with the new guy so fast 	 Yea the script was n't well thought out
Yea the script was n't well thought out 	 The fight scenes were great though
The fight scenes were great though 	 Oh yea the fight scenes were fantastic
What do you think is the best action film in the last five years 	 That is a hard one Maybe something like Edge of Tommorow
That is a hard one Maybe something like Edge of Tommorow 	 With the aliens and the big guns very suspenseful and lots of action
With the aliens and the big guns very suspenseful and lots of action 	 I liked the way the plot played with time too
I liked the way the plot played with time too 	 Oh yes they died so many times it was crazy
Oh yes they died so many times it was crazy 	 I like that one and Snowpiercer
I like that one and Snowpiercer 	 I have never seen that one
I have never seen that one 	 It has Chris Evans in it it is not a really popular one
It has Chris Evans in it it is not a really popular one 	 Is it a super hero one
Is it a super hero one 	 No he is on a train going no where and there is just a lot of action He ends up dying in the end
I 've always thought Terminator was one of the best action movies ever 	 Oh yeah It 's right up there
Oh yeah It 's right up there 	 Linda Hamilton is amazing in the sequel though
Linda Hamilton is amazing in the sequel though 	 She made a big impression on me growing up
She made a big impression on me growing up 	 I wonder how long she has to work out to look so buff
I wonder how long she has to work out to look so buff 	 I 'm sure she had to train relentlessly for months
I 'm sure she had to train relentlessly for months 	 Arnold Schwarzenegger is so awesome always
Arnold Schwarzenegger is so awesome always 	 Yeah I 'd watch any action film with him in it
Yeah I 'd watch any action film with him in it 	 Hey have you ever seen Commando That 's an underrated film of his
Hey have you ever seen Commando That 's an underrated film of his 	 I saw it long ago Yeah I remember thinking it was pretty entertaining
Die hard will always be one of my favorite action movies 	 I know what you mean especially considering the rest of them Under siege is also a classic
I know what you mean especially considering the rest of them Under siege is also a classic 	 I agree die hard on a boat
I agree die hard on a boat 	 Exactly Steven sepals when he was actually good
Exactly Steven sepals when he was actually good 	 But what about hardcore Henry that was an amazing action film
But what about hardcore Henry that was an amazing action film 	 That was great it 's the first time I have ever seen a movie like that it was like watching a video game
That was great it 's the first time I have ever seen a movie like that it was like watching a video game 	 Yes it was must have been a nightmare to film And you never see his face
Yes it was must have been a nightmare to film And you never see his face 	 Exactly you never really know who he is The way he beats everybody to get to the boss was great
Exactly you never really know who he is The way he beats everybody to get to the boss was great 	 Yes and it had a great twist as well with the girlfriend
Yes and it had a great twist as well with the girlfriend 	 Yes I truly did not see that coming
Guess what action movie we watched last night 	 I do n't know There 's so many
I do n't know There 's so many 	 Your favorite one Die Hard
Your favorite one Die Hard 	 With Bruce Willis Yes a favorite
With Bruce Willis Yes a favorite 	 That movie is just great It will never be boring no matter how many times you watch it
That movie is just great It will never be boring no matter how many times you watch it 	 I love it John McClain a classic character
I love it John McClain a classic character 	 Did you like the second one too
Did you like the second one too 	 Is that the one in the airport
Is that the one in the airport 	 Yes
Yes 	 Yeah that one was great too
That was horrible What happened to action films 	 I know The last one I really loved was Tomb Raider
I know The last one I really loved was Tomb Raider 	 Tomb Raider really The one based on the game
Tomb Raider really The one based on the game 	 Exactly that one Angelina Jolie was great in it
Exactly that one Angelina Jolie was great in it 	 I remember the sequel too The Cradle of Life
I remember the sequel too The Cradle of Life 	 There was supposed to be a third one I think but it got cancelled
There was supposed to be a third one I think but it got cancelled 	 I loved that U2 song that they used for the theme
I loved that U2 song that they used for the theme 	 That whole film was great Did you know Angelina did most her own stunts
That whole film was great Did you know Angelina did most her own stunts 	 That 's insane She must be really dedicated
That 's insane She must be really dedicated 	 Oh yeah I 'm a big fan
Hi 	 Hello
Hello 	 Do you like action movies
Do you like action movies 	 Yeah sure
Yeah sure 	 What are your top
What are your top 	 Oh tough question
Oh tough question 	 Sure think about it
Sure think about it 	 Top Gun Terminator Terminator
Top Gun Terminator Terminator 	 Those are great choices
Those are great choices 	 Thanks
Do you like taken 	 Yes i love taken
Yes i love taken 	 I just saw a family guy based off that episode
I just saw a family guy based off that episode 	 I bet it was funny
I bet it was funny 	 It was really fun
It was really fun 	 Meg and her friend went to paris and got taken
Meg and her friend went to paris and got taken 	 That sounds great
That sounds great 	 But i really do love the movies
But i really do love the movies 	 They were done so well
They were done so well 	 They are addicting to
Did you see the advert for the new Transformer movie 	 It was just action packed Do you think the film will be as well
It was just action packed Do you think the film will be as well 	 I think so
I think so 	 The last ones were not so good
The last ones were not so good 	 They had too much going one in them
They had too much going one in them 	 The plot was just too confusing
The plot was just too confusing 	 The new one some of the good guys go bad
The new one some of the good guys go bad 	 Optimus Prime goes bad right
Optimus Prime goes bad right 	 Yes he wants to kill all humans so the autobots can have the earth
Yes he wants to kill all humans so the autobots can have the earth 	 I wonder if in the movie he will go good again
Have you seen the Taken movies 	 Yes I like them
Yes I like them 	 I like all of them They did them all right I was sad when they killed Lenore off though
I like all of them They did them all right I was sad when they killed Lenore off though 	 Yes me too
Yes me too 	 I like Liam Neeson I watch a lot of his movies
I like Liam Neeson I watch a lot of his movies 	 Yeah he is pretty cool
Yeah he is pretty cool 	 Did you ever see The Other Man
Did you ever see The Other Man 	 No
No 	 Really good movie his wife dies of cancer After she dies he finds out she was having an affair
Really good movie his wife dies of cancer After she dies he finds out she was having an affair 	 Not his typical kind of movie but really good
have you seen the kill bill series 	 yes its pretty awesome
yes its pretty awesome 	 yea its so suspensful
yea its so suspensful 	 i agree its really good though
i agree its really good though 	 especially when she was buried alive and had to punch her way out of the coffin
especially when she was buried alive and had to punch her way out of the coffin 	 yep its pretty amazing how she was able to get out
yep its pretty amazing how she was able to get out 	 beatrice was so awesome when she fought
beatrice was so awesome when she fought 	 yea i love her codename too
yea i love her codename too 	 Black manba it does sound really cool
Black manba it does sound really cool 	 i know right it really does
I hate action movies with drama 	 But the drama is usually plot
But the drama is usually plot 	 and plot is the worst part of an action movie
and plot is the worst part of an action movie 	 You speak blasphemy
You speak blasphemy 	 Nah i speak the truth
Nah i speak the truth 	 How can you enjoy stuff being mindless
How can you enjoy stuff being mindless 	 Because it is fun
Because it is fun 	 but fun can be boring
but fun can be boring 	 No it can not
No it can not 	 Why not
What was Nicholas Cage 's best movie 	 He 's been in some pretty good ones and some bad ones
He 's been in some pretty good ones and some bad ones 	 I would probably say The Rock
I would probably say The Rock 	 Nah Face-Off
Nah Face-Off 	 That movie was too ridiculous The premise alone was dumb
That movie was too ridiculous The premise alone was dumb 	 And The Rock was more believable He took down a team of soldiers
And The Rock was more believable He took down a team of soldiers 	 I 'm not saying it was n't far-fetched but at least it was in the realm of plausible
I 'm not saying it was n't far-fetched but at least it was in the realm of plausible 	 Face transplants can happen I read an article about it
Face transplants can happen I read an article about it 	 There 's a difference between some medical journals and what happens in the movies
There 's a difference between some medical journals and what happens in the movies 	 You 're just jealous because I 'm the good looking one
Who is a good action hero 	 Jackie Chan Van Damme Arnold and many more
Jackie Chan Van Damme Arnold and many more 	 Can you think of a good Van Damme movie
Can you think of a good Van Damme movie 	 Yes Lionheart is amazing I also like Cyborg
Yes Lionheart is amazing I also like Cyborg 	 Those sound cool
Those sound cool 	 They are They are pure action movies
They are They are pure action movies 	 I 've seen Street Fighter I liked that
I 've seen Street Fighter I liked that 	 I liked that too It was a good movie
I liked that too It was a good movie 	 What do you think is the best action movie ever
What do you think is the best action movie ever 	 Terminator for sure
Which new action movie do you really like 	 I really like Kong Skull Island
I really like Kong Skull Island 	 Why do you like this one
Why do you like this one 	 The action and screenplay was amazing in this film
The action and screenplay was amazing in this film 	 Why do you say that
Why do you say that 	 I like how the fighting and action was non-stop
I like how the fighting and action was non-stop 	 I really liked the War of the Planet Apes
I really liked the War of the Planet Apes 	 Yes this movie was great as well
Yes this movie was great as well 	 I really liked how the humans and monkeys just clashed over and over again
I really liked how the humans and monkeys just clashed over and over again 	 Yes that makes for an epic show down in the next movie
Did you ever get to go see Kong Skull Island 	 No I have not What was it like
No I have not What was it like 	 It was quite stunning the director Jordan Vogt-Roberts did a great job with the action in this movie
It was quite stunning the director Jordan Vogt-Roberts did a great job with the action in this movie 	 Who starred in the production
Who starred in the production 	 Tom Hiddelston Brie Larson Samuel L Jackson and John Goodman were all in this one
Tom Hiddelston Brie Larson Samuel L Jackson and John Goodman were all in this one 	 Nice cast I suspect Tim was the leading man
Nice cast I suspect Tim was the leading man 	 Yes they end up finding an unchartered island together with quite a bit of danger and of course Kong
Yes they end up finding an unchartered island together with quite a bit of danger and of course Kong 	 It looks better than the last Kong movie they did in Hollywood
It looks better than the last Kong movie they did in Hollywood 	 You should go see it maybe next week if I can I will go with you
You should go see it maybe next week if I can I will go with you 	 Thanks That sounds great
What do you think of the Lethal Weapon franchise 	 The series
The series 	 No the films
No the films 	 Oh I forgot about them I liked them
Oh I forgot about them I liked them 	 Did you think Danny Glover was a good fit
Did you think Danny Glover was a good fit 	 I think he was he matched well with Mel Gisbon
I think he was he matched well with Mel Gisbon 	 I liked their chemsitry
I liked their chemsitry 	 They always had some good jokes in the midst of the explosions and so on
They always had some good jokes in the midst of the explosions and so on 	 I liked that they showed Glover with a nice family
I liked that they showed Glover with a nice family 	 And the other guy Gibson as a sort of loose cannon
You know what movie I love Django Unchained 	 Dear God I loved that movie too
Dear God I loved that movie too 	 A lot of people say it was slow but I completely disagree The dialogue was superb
A lot of people say it was slow but I completely disagree The dialogue was superb 	 Exactly That why I watch Tarantino films The dialogue
Exactly That why I watch Tarantino films The dialogue 	 He is really a master Like with Pulp Fiction when Samuel L. Jackson is in the house with those small time drug dealers
He is really a master Like with Pulp Fiction when Samuel L. Jackson is in the house with those small time drug dealers 	 Mmhmm This IS a tasty burger
Mmhmm This IS a tasty burger 	 I will never forget that so long as I live
I will never forget that so long as I live 	 That scene is full of amazing dialogue
That scene is full of amazing dialogue 	 How about I want you to go in that bag and find my wallet And the guy goes Which one is it
How about I want you to go in that bag and find my wallet And the guy goes Which one is it 	 Oh yes And he says It 's the one that says Bad Mother beep
Man this director is nuts 	 Who is
Who is 	 The one hong kong guy
The one hong kong guy 	 Name names dude
Name names dude 	 John woo
John woo 	 Oh yeah his action is crazy
Oh yeah his action is crazy 	 it is like balls to the wall action
it is like balls to the wall action 	 Some of the most intense heart pounding stuff out there
Some of the most intense heart pounding stuff out there 	 Yeah i love his movies
Yeah i love his movies 	 He is one of the best directors out there for action
My favorite Christmas movie of all times is Die Hard 	 Die Hard is n't a Christmas movie it 's an action-adventure movie
Die Hard is n't a Christmas movie it 's an action-adventure movie 	 It takes place at Christmas That makes it a Christmas movie
It takes place at Christmas That makes it a Christmas movie 	 Fine Name me one other Christmas movie with guns and explosions in it If you can do that I 'll admit Die Hard is a Christmas movie
Fine Name me one other Christmas movie with guns and explosions in it If you can do that I 'll admit Die Hard is a Christmas movie 	 That 's too easy Home Alone I bet you think of that as a Christmas movie do n't you
That 's too easy Home Alone I bet you think of that as a Christmas movie do n't you 	 Home Alone is a movie aimed at the entire family Yes It 's got some action-adventure in it but it 's for the entire family
Home Alone is a movie aimed at the entire family Yes It 's got some action-adventure in it but it 's for the entire family 	 And I think Die Hard is a great movie for the entire family I think you have a bias against Action-Adventure movies Do n't you want your children to be able to recognize a European scum terrorist/thief
And I think Die Hard is a great movie for the entire family I think you have a bias against Action-Adventure movies Do n't you want your children to be able to recognize a European scum terrorist/thief 	 Honestly no that is n't one of my biggest concerns I love action-adventure movies I love Die Hard But Die Hard is Not a Christmas movie
Honestly no that is n't one of my biggest concerns I love action-adventure movies I love Die Hard But Die Hard is Not a Christmas movie 	 It Takes place at Christmas That makes it a Christmas movie
It Takes place at Christmas That makes it a Christmas movie 	 You 're weird
What is your favorite action movie 	 Dark Knight without a doubt
Dark Knight without a doubt 	 That was a pretty good flick
That was a pretty good flick 	 Heath Ledger played the best Joker ever
Heath Ledger played the best Joker ever 	 Yeah but Batman was a little lacking
Yeah but Batman was a little lacking 	 It 's that stupid voice he puts on
It 's that stupid voice he puts on 	 He does a great Wayne though
He does a great Wayne though 	 True He plays a playboy to the hilt
True He plays a playboy to the hilt 	 And alfred is just wonderful
And alfred is just wonderful 	 You ca n't really top Micheal Caine
Hey do you like the marvel movies 	 Those are great action movies Ca n't wait for the new Thor one
Those are great action movies Ca n't wait for the new Thor one 	 Black Panther is going to be great too I hope that one does really well
Black Panther is going to be great too I hope that one does really well 	 I hope it does as least as great as Wonderwoman you know Really break some records out there
I hope it does as least as great as Wonderwoman you know Really break some records out there 	 Wonderwoman was amazing It really was directed well with plenty of great action near the end
Wonderwoman was amazing It really was directed well with plenty of great action near the end 	 Reminds me of the feeling of Guardians of the Galaxy really That sense of loss then pulling out the win at the end
Reminds me of the feeling of Guardians of the Galaxy really That sense of loss then pulling out the win at the end 	 Both did have that punch moment true It has the whole drawing you in and making you really feel
Both did have that punch moment true It has the whole drawing you in and making you really feel 	 Speaking of action movies Pacific Rim was another great one
Speaking of action movies Pacific Rim was another great one 	 I did n't like that one as much but the concept was truly unique
I did n't like that one as much but the concept was truly unique 	 Come on giant robots What 's not to like
What kind of movies do you like 	 I like action
I like action 	 Me too do you have a favorite
Me too do you have a favorite 	 I really liked John wick
I really liked John wick 	 I havent seen it is it good
I havent seen it is it good 	 Its really good you should watch it
Its really good you should watch it 	 I will
I will 	 Im excited to see the second one
Im excited to see the second one 	 I bet you will like that one too
I bet you will like that one too 	 Im hoping to see it this weekend
Arnold Schwarznegger is one of my favorite actors 	 What movies did you like him in
What movies did you like him in 	 Terminator is a classic movie
Terminator is a classic movie 	 Oh that was one of the best movies
Oh that was one of the best movies 	 It 's so cool how he was a robot terminating people
It 's so cool how he was a robot terminating people 	 There were plenty of action scenes
There were plenty of action scenes 	 Yeah I do n't like the soft romantic stuff
Yeah I do n't like the soft romantic stuff 	 It 's a pretty fast paced movie
It 's a pretty fast paced movie 	 That 's good I do n't like to be bored watching movies
That 's good I do n't like to be bored watching movies 	 Arnold movies are always fun to watch
Have you seen John Wick yet 	 No I have not It sounds like an action movie Did you like it
No I have not It sounds like an action movie Did you like it 	 I have not seen it but plan on going to see it I liked the first movie quite a bit
I have not seen it but plan on going to see it I liked the first movie quite a bit 	 Who plays in it
Who plays in it 	 Keanu Reeves Ruby Rose Ian McShane to name a few
Keanu Reeves Ruby Rose Ian McShane to name a few 	 Is this one as detailed as the first movie
Is this one as detailed as the first movie 	 Retired super-assassin John Wick 's plans to resume a quiet civilian life are cut short
Retired super-assassin John Wick 's plans to resume a quiet civilian life are cut short 	 No doubt John Wick will probably always be in that business
No doubt John Wick will probably always be in that business 	 I heard it was action packed and full of violence
I heard it was action packed and full of violence 	 We should go see it
Did you see James Cameron may be redoing RoboCop 	 No theres no way that can be true
No theres no way that can be true 	 The movie was not that bad
The movie was not that bad 	 Yeah but I dont think he wants to go down that road
Yeah but I dont think he wants to go down that road 	 He usually does write novel type of movies
He usually does write novel type of movies 	 Yeah I loved RoboCop too
Yeah I loved RoboCop too 	 They had great fight scenes
They had great fight scenes 	 It was really simple for its time
It was really simple for its time 	 Yet was able to captivate audiences with the various ways they did effects
Yet was able to captivate audiences with the various ways they did effects 	 I just think you leave it alone it wasnt a supreme movie enough to get a director back like that
Have you seen the new Mummy movies 	 Is is action of horror
Is is action of horror 	 It is an action one a bit of horror but mostly action
It is an action one a bit of horror but mostly action 	 No I have not have you
No I have not have you 	 Yes
Yes 	 What did you think of it
What did you think of it 	 It had a lot of action obviously but the story line fell
It had a lot of action obviously but the story line fell 	 I like the action but those type of movies need some kind of story
I like the action but those type of movies need some kind of story 	 This one had none not really Just running around and killing mummies
This one had none not really Just running around and killing mummies 	 I do not think I will see it then
Have you ever seen the original Terminator film 	 Of course It 's one of the best action movies of all time
Of course It 's one of the best action movies of all time 	 Really Would you say it 's the best of the Terminator movies
Really Would you say it 's the best of the Terminator movies 	 It is my personal favorite
It is my personal favorite 	 What about Judgement Day Everyone says that one is better
What about Judgement Day Everyone says that one is better 	 It has better special effects and action sequences but does n't have the charm of the original
It has better special effects and action sequences but does n't have the charm of the original 	 How do you mean
How do you mean 	 The low budget sci-fi setting was a lot more appealing to me than the more polished Judgement Day
